,Date,Next_Day_Close,Next_Day_Log_Return,Close,High,Low,Open,Volume,Sigma,Log_Return,Volatility_20D,MA_20,BOLL_Lower,BOLL_Upper,Pos_in_BBand,EMA_12,EMA_26,DIF,DEA,MACD,Dollar_Return,Gain ,RSI_6,RSI_12,RSI_24,Lowest_Low_9D,Highest_High_9D,Raw Stochastic Value,KDJ_K,KDJ_D,KDJ_J,KD_Diff,Overbought,Oversold,Log_Return_5D,Log_Return_Intra-day,Log_Hi_Lo_Ratio,Efficiency_Daily,Efficiency_Ratio_10D,Efficiency_Ratio_20D,Efficiency_Ratio_50D
1817,22/3/2022,422.347,-0.01296,427.858,428.800,424.308,424.308,74650400,9.556,0.012,0.016,409.443,390.330,428.556,0.482,414.455,414.040,0.415,-3.060,6.950,4.949,4.949,99.619,63.115,51.822,394.466,428.800,97.256,88.415,74.946,115.354,13.469,1.768,0.000,0.05660,0.00833,0.011,0.790,0.622327723,0.266544597,0.055911213
1818,23/3/2022,428.714,0.01496,422.347,426.811,422.262,425.307,79426100,9.717,-0.013,0.016,410.545,391.111,429.979,0.304,415.669,414.656,1.014,-2.246,6.519,-5.510,0.000,80.773,69.866,49.490,394.466,428.800,81.207,86.013,78.635,100.768,7.378,1.038,0.000,0.02171,-0.00698,0.011,-0.651,0.352094918,0.155713655,0.094025736
1819,24/3/2022,430.808,0.00487,428.714,428.724,423.261,424.384,64736900,10.466,0.015,0.016,411.664,390.731,432.597,0.407,417.676,415.697,1.979,-1.401,6.760,6.367,6.367,78.902,76.077,55.429,394.466,428.800,99.751,90.592,82.621,106.535,7.971,1.327,0.000,0.02423,0.01015,0.013,0.793,0.478032778,0.133825267,0.071712362
1820,25/3/2022,433.872,0.00709,430.808,431.084,426.754,429.352,77101300,11.292,0.005,0.015,412.440,389.856,435.023,0.407,419.696,416.816,2.880,-0.544,6.849,2.094,2.094,76.154,72.470,57.307,396.961,431.084,99.191,93.458,86.233,107.909,7.225,1.395,0.000,0.01821,0.00339,0.010,0.336,0.653810186,0.163629383,0.039749841
1821,28/3/2022,439.240,0.01230,433.872,433.872,428.305,430.208,68529800,12.268,0.007,0.015,413.421,388.886,437.957,0.417,421.877,418.080,3.798,0.324,6.947,3.064,3.064,74.516,76.240,60.317,403.014,433.872,100.000,95.639,89.368,108.180,6.270,1.409,0.000,0.02559,0.00848,0.013,0.658,0.772488637,0.264667864,0.027845502
1822,29/3/2022,436.527,-0.00619,439.240,439.734,435.081,437.783,86581500,13.469,0.012,0.015,414.987,388.049,441.925,0.450,424.548,419.647,4.901,1.239,7.324,5.367,5.367,79.854,85.215,65.479,410.974,439.734,98.279,96.519,91.752,106.053,4.767,1.303,0.000,0.02625,0.00332,0.011,0.313,0.756076291,0.248280812,0.024696283
1823,30/3/2022,429.809,-0.01551,436.527,438.906,434.405,438.088,79666900,14.306,-0.006,0.014,416.042,387.430,444.653,0.358,426.391,420.897,5.494,2.090,6.807,-2.712,0.000,67.260,85.512,62.330,416.086,439.734,86.439,93.159,92.221,95.035,0.938,0.752,0.000,0.03302,-0.00357,0.010,-0.347,0.582075343,0.239952857,0.032080017
1824,31/3/2022,431.027,0.00283,429.809,436.584,429.352,435.756,121699900,14.613,-0.016,0.015,416.864,387.638,446.090,0.221,426.917,421.558,5.359,2.744,5.231,-6.719,0.000,64.172,72.917,56.036,419.378,439.734,51.239,79.186,87.876,61.805,-8.690,0.000,0.000,0.00255,-0.01374,0.017,-0.822,0.273787019,0.19824016,0.023914425
1825,1/4/2022,434.719,0.00853,431.027,431.541,427.429,431.398,89048800,14.848,0.003,0.015,417.915,388.219,447.610,0.221,427.549,422.259,5.290,3.253,4.074,1.218,1.218,55.461,68.534,56.975,422.262,439.734,50.163,69.512,81.754,45.026,-12.243,0.000,0.000,0.00051,-0.00086,0.010,-0.090,0.20968656,0.371896412,0.063939067
1826,4/4/2022,429.228,-0.01271,434.719,434.824,430.399,431.227,59601000,14.516,0.009,0.012,419.755,390.723,448.787,0.258,428.652,423.182,5.470,3.697,3.547,3.692,3.692,58.588,67.532,61.378,422.262,439.734,71.296,70.106,77.872,54.576,-7.765,0.000,0.000,0.00195,0.00807,0.010,0.789,0.283267627,0.443894416,0.071320374
1827,5/4/2022,424.936,-0.01005,429.228,435.699,428.076,433.215,74214500,13.410,-0.013,0.013,421.471,394.651,448.291,0.145,428.741,423.630,5.111,3.980,2.263,-5.491,0.000,40.785,56.548,55.961,423.261,439.734,36.221,58.811,71.518,33.398,-12.707,0.000,0.000,-0.02306,-0.00925,0.018,-0.523,0.032446212,0.280583413,0.069585654
1828,6/4/2022,427.077,0.00503,424.936,427.230,422.033,425.288,106898000,12.885,-0.010,0.012,422.443,396.673,448.213,0.048,428.156,423.727,4.429,4.070,0.719,-4.292,0.000,20.355,51.969,54.906,422.033,439.734,16.398,44.674,62.570,8.880,-17.897,0.000,0.556,-0.02691,-0.00083,0.012,-0.068,0.063110802,0.244386631,0.055542888
1829,7/4/2022,425.935,-0.00268,427.077,428.904,422.091,424.051,78097200,12.130,0.005,0.012,423.614,399.354,447.874,0.071,427.990,423.975,4.015,4.059,-0.087,2.141,2.141,29.939,49.198,57.313,422.033,439.734,28.494,39.281,54.807,8.228,-15.526,0.000,0.589,-0.00637,0.00711,0.016,0.444,0.044490877,0.339600807,0.072321826
1830,8/4/2022,418.655,-0.01724,425.935,428.847,424.384,426.316,79272700,10.598,-0.003,0.011,424.985,403.789,446.181,0.022,427.674,424.120,3.554,3.958,-0.808,-1.142,0.000,39.227,54.049,63.242,422.033,439.734,22.043,33.535,47.716,5.172,-14.181,0.000,0.741,-0.01188,-0.00089,0.010,-0.085,0.135951199,0.368419569,0.027801573
1831,11/4/2022,417.104,-0.00371,418.655,423.489,418.151,422.642,89770500,8.224,-0.017,0.012,426.137,409.690,442.584,-0.227,426.286,423.715,2.571,3.680,-2.219,-7.280,0.000,24.268,38.876,60.792,418.151,438.906,2.430,23.166,39.533,-9.566,-16.366,0.000,1.478,-0.03765,-0.00948,0.013,-0.747,0.379900726,0.177313281,0.034236644
1832,12/4/2022,421.881,0.01139,417.104,424.203,415.543,421.662,84363600,6.814,-0.004,0.011,426.776,413.149,440.404,-0.355,424.873,423.225,1.648,3.274,-3.252,-1.551,0.000,9.778,34.661,55.749,415.543,436.584,7.418,17.917,32.328,-10.905,-14.411,0.000,1.545,-0.02865,-0.01087,0.021,-0.526,0.610820862,0.052062451,0.05309384
1833,13/4/2022,416.628,-0.01253,421.881,422.643,416.676,416.856,74070400,6.157,0.011,0.011,427.206,414.893,439.520,-0.216,424.413,423.126,1.287,2.877,-3.178,4.777,4.777,32.660,37.074,58.764,415.543,435.699,31.445,22.426,29.027,9.224,-6.601,0.000,0.539,-0.00721,0.01198,0.014,0.842,0.382361541,0.046962701,0.050428121
1834,14/4/2022,416.799,0.00041,416.628,423.232,416.523,422.110,97869500,6.305,-0.013,0.011,427.115,414.506,439.725,-0.416,423.215,422.645,0.571,2.415,-3.689,-5.253,0.000,31.242,25.566,58.696,415.543,435.699,5.382,16.745,24.933,0.368,-8.188,0.000,0.982,-0.02477,-0.01307,0.016,-0.817,0.357791264,0.086849502,0.030298194
1835,18/4/2022,423.528,0.01601,416.799,418.493,414.553,415.695,66002500,6.661,0.000,0.010,426.804,413.481,440.126,-0.375,422.228,422.212,0.017,1.936,-3.838,0.171,0.171,24.529,27.443,60.453,414.553,435.699,10.621,14.704,21.523,1.064,-6.820,0.000,0.947,-0.02168,0.00265,0.009,0.280,0.39749803,0.082795014,0.038403257
1836,19/4/2022,423.214,-0.00074,423.528,424.251,416.523,416.695,77821000,6.644,0.016,0.011,426.835,413.548,440.122,-0.124,422.428,422.309,0.119,1.572,-2.906,6.728,6.728,45.327,42.820,59.669,414.553,428.904,62.533,30.647,24.564,42.811,6.082,0.000,0.000,0.01157,0.01626,0.018,0.884,0.288234332,0.057297648,0.003355071
1837,20/4/2022,416.885,-0.01507,423.214,425.935,422.043,425.317,65224400,6.687,-0.001,0.011,426.602,413.229,439.976,-0.127,422.549,422.376,0.173,1.292,-2.239,-0.314,0.000,62.126,40.880,55.476,414.553,428.904,60.345,40.546,29.892,61.855,10.654,0.000,0.000,0.01454,-0.00496,0.009,-0.540,0.178732369,0.012306245,0.019687083
1838,21/4/2022,405.446,-0.02782,416.885,428.257,415.971,426.858,85417300,6.975,-0.015,0.011,426.329,412.379,440.280,-0.338,421.678,421.969,-0.292,0.976,-2.535,-6.329,0.000,49.535,30.389,49.148,414.553,428.847,16.311,32.468,30.750,35.902,1.717,0.000,0.000,-0.01191,-0.02364,0.029,-0.812,0.22560133,0.168178645,0.073551725
1839,22/4/2022,407.797,0.00578,405.446,416.904,404.875,415.791,132471800,8.360,-0.028,0.012,425.166,408.447,441.885,-0.590,419.180,420.745,-1.565,0.468,-4.065,-11.439,0.000,22.820,26.874,41.093,404.875,428.257,2.442,22.459,27.987,11.404,-5.527,0.000,0.430,-0.02721,-0.02519,0.029,-0.860,0.480853743,0.318283676,0.087761417
1840,25/4/2022,395.986,-0.02939,407.797,407.968,398.594,403.191,119647700,9.094,0.006,0.012,424.015,405.828,442.202,-0.446,417.429,419.786,-2.357,-0.097,-4.519,2.351,2.351,33.844,32.679,42.515,398.594,428.257,31.024,25.314,27.096,21.750,-1.782,0.000,0.000,-0.02184,0.01136,0.023,0.491,0.392664754,0.330199737,0.043555062
1841,26/4/2022,397.100,0.00281,395.986,405.446,395.958,405.246,103996300,10.731,-0.029,0.013,422.121,400.659,443.583,-0.609,414.130,418.023,-3.893,-0.857,-6.073,-11.810,0.000,23.297,23.717,35.219,395.958,428.257,0.088,16.905,23.699,3.318,-6.794,0.000,0.834,-0.06724,-0.02311,0.024,-0.976,0.446903161,0.506406743,0.084876128
1842,27/4/2022,407.130,0.02495,397.100,402.477,394.949,397.071,122030000,11.314,0.003,0.012,420.014,397.386,442.642,-0.506,411.510,416.473,-4.963,-1.678,-6.571,1.113,1.113,10.385,25.612,37.793,394.949,428.257,6.457,13.423,20.273,-0.279,-6.851,0.000,1.014,-0.06369,0.00007,0.019,0.004,0.397804671,0.470421813,0.110619899
1843,28/4/2022,392.085,-0.03766,407.130,408.872,397.414,401.877,105449100,10.960,0.025,0.014,418.544,396.625,440.463,-0.260,410.836,415.781,-4.945,-2.331,-5.227,10.031,10.031,31.330,40.686,39.922,394.949,428.257,36.572,21.139,20.562,22.293,0.577,0.000,0.000,-0.02368,0.01299,0.028,0.458,0.265592546,0.260294749,0.067423186
1844,29/4/2022,394.445,0.00600,392.085,405.284,391.333,403.114,145491100,12.105,-0.038,0.016,416.658,392.447,440.869,-0.507,407.951,414.026,-6.074,-3.080,-5.989,-15.046,0.000,26.057,33.401,33.870,391.333,428.257,2.036,14.771,18.632,7.050,-3.860,0.000,0.647,-0.03351,-0.02774,0.035,-0.791,0.37567224,0.385745928,0.089636264
1845,2/5/2022,396.253,0.00457,394.445,395.815,385.442,392.151,158312500,12.575,0.006,0.016,414.829,389.680,439.978,-0.405,405.874,412.576,-6.702,-3.804,-5.795,2.360,2.360,37.121,31.194,33.480,385.442,428.257,21.027,16.857,18.040,14.490,-1.183,0.000,0.276,-0.03329,0.00583,0.027,0.221,0.331078879,0.404279135,0.069681914
1846,3/5/2022,408.320,0.03000,396.253,398.680,393.379,394.949,100028200,12.311,0.005,0.016,412.906,388.283,437.528,-0.338,404.393,411.366,-6.973,-4.438,-5.070,1.808,1.808,36.312,35.342,31.434,385.442,428.257,25.250,19.654,18.578,21.807,1.076,0.000,0.000,0.00067,0.00330,0.013,0.246,0.435694337,0.343715258,0.045371941
1847,4/5/2022,393.807,-0.03619,408.320,408.891,393.712,396.919,144247900,11.726,0.030,0.017,411.860,388.408,435.312,-0.075,404.998,411.141,-6.143,-4.779,-2.728,12.067,12.067,64.536,44.791,38.728,385.442,416.904,72.717,37.342,24.833,62.360,12.509,0.000,0.000,0.02786,0.02832,0.038,0.751,0.200305859,0.16021205,0.031586259
1848,5/5/2022,391.457,-0.00599,393.807,404.456,389.648,404.028,172929100,11.963,-0.036,0.019,410.304,386.379,434.229,-0.345,403.276,409.857,-6.581,-5.139,-2.883,-14.513,0.000,47.051,33.337,36.457,385.442,408.891,35.674,36.786,28.817,52.723,7.969,0.000,0.000,-0.03327,-0.02562,0.037,-0.690,0.279601833,0.286603537,0.047799548
1849,6/5/2022,378.923,-0.03254,391.457,394.749,386.118,391.228,151770800,11.986,-0.006,0.019,408.523,384.552,432.494,-0.356,401.458,408.494,-7.036,-5.519,-3.035,-2.351,0.000,33.722,32.593,35.241,385.442,408.891,25.649,33.074,30.236,38.749,2.838,0.000,0.000,-0.00160,0.00058,0.022,0.026,0.190463488,0.293954772,0.09333334
1850,9/5/2022,379.799,0.00231,378.923,386.765,377.334,385.518,155586100,12.961,-0.033,0.020,406.172,380.250,432.094,-0.526,397.991,406.303,-8.313,-6.078,-4.470,-12.533,0.000,35.579,30.517,30.476,377.334,408.891,5.036,23.728,28.067,15.050,-4.339,0.000,0.247,-0.04015,-0.01725,0.025,-0.699,0.345243008,0.324220829,0.13229484
1851,10/5/2022,373.765,-0.01601,379.799,386.451,375.735,384.938,132497200,13.872,0.002,0.020,404.229,376.486,431.973,-0.440,395.192,404.340,-9.148,-6.692,-4.913,0.876,0.876,33.412,35.236,32.127,375.735,408.891,12.256,19.904,25.346,9.020,-5.442,0.000,0.549,-0.04241,-0.01344,0.028,-0.480,0.222673074,0.306106361,0.107569839
1852,11/5/2022,373.375,-0.00104,373.765,384.509,373.013,378.828,142361000,15.087,-0.016,0.020,402.062,371.889,432.235,-0.469,391.896,402.075,-10.180,-7.389,-5.581,-6.034,0.000,26.756,31.207,31.727,373.013,408.891,2.096,13.968,21.553,-1.203,-7.585,0.000,1.060,-0.08842,-0.01345,0.030,-0.440,0.300636909,0.390786308,0.160240624
1853,12/5/2022,382.302,0.02363,373.375,376.668,366.533,370.549,125090800,15.622,-0.001,0.020,399.637,368.393,430.881,-0.420,389.046,399.949,-10.903,-8.092,-5.622,-0.390,0.000,2.386,35.711,30.580,366.533,408.891,16.154,14.696,19.267,5.554,-4.571,0.000,0.722,-0.05328,0.00760,0.027,0.279,0.496569443,0.365734692,0.154786348
1854,13/5/2022,380.750,-0.00407,382.302,383.691,376.487,377.534,104174400,15.543,0.024,0.021,397.921,366.835,429.006,-0.251,388.009,398.642,-10.634,-8.600,-4.066,8.927,8.927,31.508,41.489,35.062,366.533,408.891,37.228,22.207,20.247,26.126,1.960,0.000,0.000,-0.02366,0.01255,0.019,0.662,0.158153615,0.271596648,0.104972733
1855,16/5/2022,388.583,0.02036,380.750,384.443,378.381,380.646,78622400,15.327,-0.004,0.021,396.118,365.465,426.772,-0.251,386.892,397.317,-10.425,-8.965,-2.919,-1.551,0.000,32.339,33.188,36.494,366.533,408.891,33.566,25.993,22.163,33.654,3.831,0.000,0.000,0.00481,0.00027,0.016,0.017,0.224316631,0.351088805,0.067758043
1856,17/5/2022,372.918,-0.04115,388.583,388.820,383.120,386.879,83029700,13.970,0.020,0.021,394.371,366.432,422.310,-0.104,387.152,396.670,-9.518,-9.076,-0.884,7.832,7.832,68.859,47.542,40.273,366.533,404.456,58.143,36.710,27.012,56.106,9.698,0.000,0.000,0.02286,0.00439,0.015,0.299,0.114358526,0.267711117,0.024476473
1857,18/5/2022,370.634,-0.00614,372.918,384.281,371.671,383.996,117674500,12.997,-0.041,0.022,391.856,365.862,417.851,-0.364,384.962,394.910,-9.948,-9.250,-1.396,-15.664,0.000,41.484,37.269,34.455,366.533,394.749,22.631,32.017,28.680,38.690,3.337,0.000,0.000,-0.00227,-0.02927,0.033,-0.878,0.500944412,0.317002599,0.123717508
1858,19/5/2022,370.796,0.00044,370.634,375.088,368.398,369.835,98510700,12.411,-0.006,0.022,389.544,364.722,414.366,-0.381,382.758,393.112,-10.354,-9.471,-1.766,-2.284,0.000,45.728,34.934,35.117,366.533,388.820,18.403,27.479,28.280,25.877,-0.801,0.000,0.000,-0.00737,0.00216,0.018,0.119,0.396516044,0.268733098,0.125222174
1859,20/5/2022,377.734,0.01854,370.796,377.838,362.145,374.241,131432200,12.493,0.000,0.022,387.811,362.826,412.796,-0.341,380.918,391.459,-10.542,-9.685,-1.713,0.162,0.162,46.459,24.339,35.113,362.145,388.820,32.429,29.129,28.563,30.262,0.566,0.000,0.000,-0.03056,-0.00925,0.042,-0.220,0.367283321,0.290539982,0.10716754
1860,23/5/2022,374.850,-0.00766,377.734,378.504,371.510,373.841,76414900,11.748,0.019,0.022,386.308,362.813,409.804,-0.182,380.428,390.442,-10.015,-9.751,-0.527,6.938,6.938,43.366,37.738,35.201,362.145,388.820,58.437,38.899,32.008,52.680,6.891,0.000,0.000,-0.00795,0.01036,0.019,0.556,0.023482471,0.149028775,0.068042024
1861,24/5/2022,378.162,0.00880,374.850,376.049,368.255,373.584,91448800,11.782,-0.008,0.021,385.251,361.687,408.815,-0.221,379.570,389.287,-9.718,-9.744,0.053,-2.884,0.000,41.751,37.433,34.626,362.145,388.820,47.628,41.808,35.275,54.875,6.533,0.000,0.000,-0.03598,0.00338,0.021,0.162,0.093964367,0.179074758,0.114658907
1862,25/5/2022,385.718,0.01978,378.162,380.141,372.947,373.346,91472900,11.538,0.009,0.021,384.304,361.228,407.380,-0.133,379.353,388.463,-9.110,-9.618,1.015,3.312,3.312,33.323,49.330,37.450,362.145,388.820,60.043,47.886,39.479,64.702,8.408,0.000,0.000,0.01396,0.01282,0.019,0.669,0.08803372,0.246478266,0.139734292
1863,26/5/2022,395.187,0.02425,385.718,387.364,379.190,379.399,82168300,10.227,0.020,0.021,383.234,362.779,403.689,0.061,380.332,388.260,-7.928,-9.280,2.704,7.556,7.556,77.664,54.659,43.441,362.145,388.820,88.370,61.381,46.779,90.584,14.601,0.529,0.000,0.03989,0.01652,0.021,0.773,0.216130832,0.057857213,0.129016593
1864,27/5/2022,392.970,-0.00563,395.187,395.301,387.993,388.192,84768700,10.391,0.024,0.020,383.389,362.607,404.171,0.284,382.618,388.773,-6.155,-8.655,4.999,9.469,9.469,90.490,65.994,45.997,362.145,395.301,99.656,74.139,55.899,110.619,18.240,1.531,0.000,0.06371,0.01786,0.019,0.957,0.223506768,0.006336431,0.107684046
1865,31/5/2022,389.791,-0.00812,392.970,396.329,390.210,393.560,95937000,10.313,-0.006,0.020,383.315,362.688,403.942,0.234,384.210,389.084,-4.874,-7.899,6.050,-2.217,0.000,84.245,64.241,48.980,362.145,396.329,90.173,79.484,63.761,110.929,15.723,1.546,0.000,0.03954,-0.00150,0.016,-0.096,0.209529267,0.027928465,0.114850932
1866,1/6/2022,397.214,0.01886,389.791,396.120,387.260,395.101,86585800,9.983,-0.008,0.020,382.992,363.027,402.957,0.170,385.069,389.136,-4.067,-7.132,6.130,-3.179,0.000,71.068,55.940,47.563,362.145,396.329,80.874,79.947,69.156,101.529,10.791,1.076,0.000,0.03909,-0.01353,0.023,-0.599,0.022521903,0.170506004,0.147026298
1867,2/6/2022,390.695,-0.01655,397.214,397.262,387.364,389.629,79609600,8.730,0.019,0.020,382.437,364.977,399.896,0.423,386.937,389.735,-2.797,-6.265,6.936,7.423,7.423,83.726,61.944,46.636,362.145,397.262,99.865,86.586,74.966,109.826,11.620,1.491,0.000,0.04915,0.01928,0.025,0.766,0.534886846,0.033539828,0.096361753
1868,3/6/2022,391.885,0.00304,390.695,394.026,389.715,392.465,71874300,8.542,-0.017,0.018,382.281,365.197,399.366,0.246,387.516,389.806,-2.290,-5.470,6.360,-6.519,0.000,67.234,51.563,49.500,368.255,397.262,77.362,83.512,77.815,94.905,5.697,0.745,0.000,0.01282,-0.00452,0.011,-0.411,0.403986273,0.007198791,0.145680506
1869,6/6/2022,395.644,0.00955,391.885,396.472,390.705,394.730,57508900,8.567,0.003,0.018,382.303,365.169,399.436,0.280,388.188,389.960,-1.772,-4.731,5.917,1.190,1.190,60.279,67.849,49.070,368.255,397.262,81.463,82.829,79.486,89.514,3.343,0.476,0.000,-0.00839,-0.00723,0.015,-0.493,0.416072247,0.137298853,0.149663106
1870,7/6/2022,391.342,-0.01093,395.644,396.101,387.907,388.373,59272400,9.024,0.010,0.017,383.139,365.092,401.186,0.346,389.335,390.381,-1.046,-3.994,5.895,3.759,3.759,50.940,72.900,49.782,372.947,397.262,93.346,86.335,81.769,95.466,4.566,0.773,0.000,0.00678,0.01855,0.021,0.887,0.377002866,0.162868651,0.146600564
1871,8/6/2022,382.035,-0.02407,391.342,395.720,390.543,393.921,64350000,9.167,-0.011,0.017,383.716,365.382,402.049,0.208,389.644,390.452,-0.808,-3.357,5.097,-4.301,0.000,46.915,67.487,43.562,379.190,397.262,67.246,79.972,81.170,77.575,-1.198,0.000,0.000,0.00397,-0.00657,0.013,-0.498,0.337094631,0.18394651,0.184433408
1872,9/6/2022,370.958,-0.02942,382.035,391.837,382.035,389.553,86289800,8.876,-0.024,0.017,384.129,366.377,401.882,-0.059,388.473,389.829,-1.356,-2.956,3.202,-9.307,0.000,38.067,53.519,45.353,382.035,397.262,0.000,53.314,71.885,16.174,-18.570,0.000,0.191,-0.03896,-0.01949,0.025,-0.767,0.070525608,0.082893295,0.204631809
1873,10/6/2022,356.873,-0.03871,370.958,376.649,370.910,375.792,132893900,9.045,-0.029,0.019,384.008,365.918,402.099,-0.361,385.778,388.431,-2.652,-2.896,0.487,-11.077,0.000,13.688,47.192,42.429,370.910,397.262,0.181,35.603,59.791,-12.772,-24.188,0.000,1.639,-0.05184,-0.01295,0.015,-0.842,0.252564475,0.106390822,0.217440397
1874,13/6/2022,355.798,-0.00302,356.873,363.354,355.255,361.489,170004900,10.896,-0.039,0.020,382.737,360.946,404.528,-0.593,381.331,386.093,-4.762,-3.269,-2.986,-14.085,0.000,11.319,36.708,41.949,355.255,397.262,3.851,25.019,48.200,-21.343,-23.181,0.000,2.067,-0.09359,-0.01285,0.023,-0.570,0.607606809,0.200384167,0.261546682
1875,14/6/2022,360.870,0.01416,355.798,359.671,352.676,358.634,104011800,12.452,-0.003,0.020,381.489,356.585,406.394,-0.516,377.403,383.849,-6.446,-3.904,-5.083,-1.075,0.000,8.621,29.674,41.249,352.676,397.262,7.001,19.013,38.471,-19.903,-19.458,0.000,1.995,-0.10615,-0.00794,0.020,-0.405,0.600369473,0.291677821,0.280956757
1876,15/6/2022,348.927,-0.03366,360.870,365.343,354.132,359.119,125666800,13.144,0.014,0.019,380.104,353.815,406.392,-0.366,374.860,382.147,-7.287,-4.581,-5.413,5.072,5.072,11.292,25.206,45.265,352.676,396.472,18.709,18.912,31.951,-7.167,-13.040,0.000,1.358,-0.08106,0.00486,0.031,0.156,0.453244574,0.118339985,0.24371461
1877,16/6/2022,349.679,0.00215,348.927,353.009,346.481,352.600,134473300,14.822,-0.034,0.019,378.904,349.260,408.548,-0.506,370.870,379.686,-8.816,-5.428,-6.777,-11.943,0.000,9.651,22.100,41.725,346.481,396.472,4.892,14.239,26.047,-9.378,-11.808,0.000,1.469,-0.09065,-0.01047,0.019,-0.563,0.706686699,0.194741259,0.263797561
1878,17/6/2022,358.482,0.02486,349.679,353.043,346.152,349.344,111113900,16.121,0.002,0.019,377.856,345.614,410.099,-0.437,367.610,377.463,-9.854,-6.313,-7.081,0.752,0.752,13.236,23.784,38.312,346.152,396.101,7.061,11.846,21.314,-7.089,-9.467,0.000,1.354,-0.05907,0.00096,0.020,0.049,0.655605137,0.188445977,0.269919719
1879,21/6/2022,357.832,-0.00181,358.482,359.877,355.366,355.442,76811900,16.632,0.025,0.020,377.241,343.976,410.505,-0.282,366.206,376.057,-9.852,-7.021,-5.662,8.803,8.803,35.052,25.134,42.415,346.152,395.720,24.874,16.189,19.605,9.356,-3.417,0.000,0.532,0.00450,0.00851,0.013,0.674,0.475993851,0.168990462,0.229117591
1880,22/6/2022,361.339,0.00975,357.832,361.970,353.808,354.229,90059400,17.187,-0.002,0.019,376.246,341.871,410.620,-0.268,364.917,374.707,-9.790,-7.575,-4.431,-0.650,0.000,51.694,27.183,38.988,346.152,391.837,25.566,19.314,19.508,18.926,-0.194,0.000,0.054,0.00570,0.01012,0.023,0.441,0.563800292,0.152370726,0.211356335
1881,23/6/2022,372.828,0.03130,361.339,362.075,356.398,359.982,79292100,17.507,0.010,0.019,375.570,340.555,410.585,-0.203,364.367,373.717,-9.350,-7.930,-2.841,3.508,3.508,59.017,29.454,45.458,346.152,376.649,49.800,29.476,22.831,42.767,6.645,0.000,0.000,0.00130,0.00376,0.016,0.239,0.452721175,0.150353752,0.192469054
1882,24/6/2022,371.404,-0.00383,372.828,372.837,364.503,364.532,98050300,17.507,0.031,0.020,375.303,340.290,410.316,-0.035,365.669,373.651,-7.983,-7.940,-0.085,11.488,11.488,66.096,36.098,50.803,346.152,372.837,99.964,52.972,32.878,93.160,20.094,0.658,0.000,0.06625,0.02250,0.023,0.995,0.134504248,0.111297198,0.165473234
1883,27/6/2022,363.815,-0.02064,371.404,374.051,370.305,373.755,66009600,17.350,-0.004,0.020,374.588,339.887,409.288,-0.046,366.551,373.485,-6.934,-7.739,1.610,-1.424,0.000,92.211,37.410,50.220,346.152,374.051,90.510,65.485,43.747,108.961,21.738,1.448,0.000,0.06027,-0.00631,0.010,-0.628,0.007584191,0.220680385,0.15455249
1884,28/6/2022,363.519,-0.00081,363.815,375.772,363.700,372.971,86548900,16.799,-0.021,0.019,373.019,339.421,406.618,-0.137,366.130,372.768,-6.639,-7.519,1.761,-7.589,0.000,71.123,38.240,44.978,346.152,375.772,59.632,63.534,50.343,89.917,13.191,0.496,0.000,0.01477,-0.02486,0.033,-0.759,0.132715646,0.257678526,0.176596463
1885,29/6/2022,360.565,-0.00816,363.519,365.363,361.684,364.369,65676000,16.240,-0.001,0.019,371.546,339.067,404.026,-0.124,365.728,372.083,-6.355,-7.286,1.862,-0.296,0.000,60.092,44.422,45.834,346.152,375.772,58.632,61.900,54.195,77.310,7.705,0.000,0.000,0.01577,-0.00234,0.010,-0.231,0.149845385,0.238273744,0.204390379
1886,30/6/2022,364.379,0.01052,360.565,363.824,356.083,359.600,112508300,15.821,-0.008,0.019,370.085,338.443,401.728,-0.150,364.934,371.230,-6.296,-7.088,1.584,-2.953,0.000,55.014,53.323,43.513,346.152,375.772,48.661,57.487,55.292,61.876,2.195,0.000,0.000,-0.00214,0.00268,0.022,0.125,0.006170659,0.346422985,0.211478787
1887,1/7/2022,365.067,0.00189,364.379,364.818,357.268,359.906,74839700,14.507,0.011,0.019,368.443,339.429,397.457,-0.070,364.848,370.723,-5.874,-6.845,1.943,3.814,3.814,55.513,57.360,41.910,353.808,375.772,48.129,54.368,54.984,53.134,-0.617,0.000,0.000,-0.02292,0.01235,0.021,0.592,0.374350489,0.255284185,0.178760079
1888,5/7/2022,366.300,0.00337,365.067,365.086,356.408,359.256,81438000,13.538,0.002,0.019,367.162,340.087,394.237,-0.039,364.882,370.304,-5.422,-6.561,2.278,0.688,0.688,26.853,53.893,37.767,353.808,375.772,51.262,53.332,54.434,51.130,-1.101,0.000,0.000,-0.01721,0.01605,0.024,0.670,0.373378977,0.261418836,0.14269562
1889,6/7/2022,371.786,0.01487,366.300,368.804,362.811,365.210,70426200,12.223,0.003,0.019,365.883,341.436,390.330,0.009,365.100,370.007,-4.907,-6.230,2.646,1.233,1.233,34.602,70.109,39.081,356.083,375.772,51.893,52.853,53.907,50.745,-1.054,0.000,0.000,0.00681,0.00298,0.016,0.182,0.232388892,0.293264848,0.14722689
