,Date,Next_Day_Close,Next_Day_Log_Return,Close,High,Low,Open,Volume,Sigma,Log_Return,Volatility_20D,MA_20,BOLL_Lower,BOLL_Upper,Pos_in_BBand,EMA_12,EMA_26,DIF,DEA,MACD,Dollar_Return,Gain ,RSI_6,RSI_12,RSI_24,Lowest_Low_9D,Highest_High_9D,Raw Stochastic Value,KDJ_K,KDJ_D,KDJ_J,KD_Diff,Overbought,Oversold,Log_Return_5D,Log_Return_Intra-day,Log_Hi_Lo_Ratio,Efficiency_Daily,Efficiency_Ratio_10D,Efficiency_Ratio_20D,Efficiency_Ratio_50D
244,21/12/2015,172.984,0.00903,171.428,171.607,170.085,171.207,99094300,2.424,0.008,0.011,174.653,169.806,179.500,-0.333,173.146,173.913,-0.767,-0.267,-1.001,1.403,1.403,53.384,45.008,46.606,168.960,176.337,33.451,36.415,39.553,30.141,-3.137,0.000,0.000,-0.00015,0.00129,0.009,0.145,0.247287048,0.17260077,0.018284293
245,22/12/2015,175.126,0.01231,172.984,173.281,171.326,172.321,111026200,2.402,0.009,0.011,174.468,169.664,179.273,-0.155,173.121,173.844,-0.724,-0.358,-0.730,1.555,1.555,55.861,40.287,49.101,168.960,176.168,55.816,42.882,40.662,47.322,2.220,0.000,0.000,-0.00156,0.00384,0.011,0.339,0.099066938,0.123770063,0.059943736
246,23/12/2015,174.837,-0.00165,175.126,175.168,173.902,173.995,110987200,2.339,0.012,0.012,174.379,169.701,179.058,0.080,173.429,173.939,-0.510,-0.389,-0.243,2.142,2.142,56.989,47.920,48.211,168.960,176.168,85.535,57.100,46.142,79.016,10.958,0.000,0.000,-0.00378,0.00648,0.007,0.893,0.08102511,0.05186552,0.104692074
247,24/12/2015,174.437,-0.00229,174.837,175.389,174.616,174.871,48539600,2.268,-0.002,0.012,174.277,169.741,178.814,0.062,173.646,174.006,-0.360,-0.383,0.046,-0.289,0.000,45.734,49.910,48.024,168.960,176.168,81.525,65.241,52.508,90.708,12.733,0.535,0.000,0.00993,-0.00019,0.004,-0.044,0.044309209,0.066253392,0.06214895
248,28/12/2015,176.299,0.01062,174.437,174.480,173.358,174.140,65899900,2.171,-0.002,0.012,174.145,169.803,178.487,0.034,173.767,174.038,-0.270,-0.360,0.181,-0.400,0.000,57.482,52.242,46.519,169.864,176.168,72.540,67.674,57.564,87.896,10.111,0.395,0.000,0.02562,0.00171,0.006,0.265,0.229628577,0.056906966,0.043406768
249,29/12/2015,175.049,-0.00711,176.299,176.630,175.508,175.542,92640700,2.169,0.011,0.012,174.143,169.806,178.480,0.249,174.157,174.205,-0.048,-0.298,0.500,1.862,1.862,91.000,55.313,49.497,169.864,176.630,95.101,76.816,63.981,102.487,12.835,1.124,0.000,0.02802,0.00430,0.006,0.674,0.273023963,0.051264646,0.070254358
250,30/12/2015,173.298,-0.01005,175.049,176.137,174.905,176.052,63317700,1.982,-0.007,0.012,173.994,170.030,177.958,0.133,174.294,174.268,0.027,-0.233,0.519,-1.250,0.000,74.149,61.224,47.535,169.864,176.630,76.633,76.755,68.239,93.787,8.516,0.689,0.000,0.01187,-0.00571,0.007,-0.814,0.104440109,0.035031978,0.053125021
251,31/12/2015,170.876,-0.01408,173.298,175.015,173.298,174.369,114877900,1.917,-0.010,0.012,173.848,170.015,177.681,-0.072,174.141,174.196,-0.055,-0.197,0.285,-1.751,0.000,52.045,54.446,45.450,169.864,176.630,50.754,68.088,68.189,67.887,-0.101,0.000,0.000,-0.01049,-0.00616,0.010,-0.624,0.151701698,0.013720386,0.042010367
252,4/1/2016,171.165,0.00169,170.876,170.884,168.810,170.425,222353500,2.029,-0.014,0.012,173.705,169.647,177.763,-0.349,173.639,173.950,-0.311,-0.220,-0.182,-2.423,0.000,23.348,44.438,42.534,168.810,176.630,26.413,54.196,63.525,35.540,-9.328,0.000,0.000,-0.02292,0.00264,0.012,0.217,0.138256712,0.198800409,0.03982715
253,5/1/2016,169.006,-0.01269,171.165,171.624,170.051,171.199,110845800,1.935,0.002,0.011,173.407,169.537,177.276,-0.290,173.258,173.744,-0.486,-0.273,-0.425,0.289,0.289,26.972,37.912,43.699,168.810,176.630,30.109,46.167,57.739,23.024,-11.572,0.000,0.000,-0.01894,-0.00020,0.009,-0.022,0.085243629,0.159490498,0.066452988
254,6/1/2016,164.951,-0.02428,169.006,170.060,167.968,168.597,152112600,2.065,-0.013,0.011,173.054,168.925,177.183,-0.490,172.604,173.393,-0.789,-0.376,-0.825,-2.159,0.000,22.096,38.971,39.154,167.968,176.630,11.973,34.769,50.082,4.142,-15.313,0.000,0.793,-0.04225,0.00242,0.012,0.195,0.171585522,0.185402664,0.091391414
255,7/1/2016,163.140,-0.01104,164.951,167.832,164.560,166.039,213436100,2.699,-0.024,0.012,172.558,167.160,177.956,-0.705,171.426,172.767,-1.341,-0.569,-1.543,-4.055,0.000,2.423,37.039,37.154,164.560,176.630,3.239,24.259,41.475,-10.172,-17.215,0.000,1.509,-0.05942,-0.00657,0.020,-0.332,0.48337029,0.249284706,0.14075575
256,8/1/2016,163.302,0.00099,163.140,166.481,162.851,165.920,209817200,3.409,-0.011,0.012,172.039,165.221,178.857,-0.653,170.152,172.054,-1.903,-0.836,-2.133,-1.811,0.000,2.315,29.264,37.720,162.851,176.630,2.097,16.872,33.274,-15.932,-16.402,0.000,1.797,-0.06040,-0.01689,0.022,-0.766,0.735907249,0.303004749,0.196754151
257,11/1/2016,164.619,0.00804,163.302,164.407,161.355,164.067,187941300,3.892,0.001,0.012,171.506,163.723,179.289,-0.527,169.098,171.406,-2.308,-1.130,-2.355,0.162,0.162,4.135,23.960,32.688,161.355,176.630,12.743,15.496,27.348,-8.208,-11.852,0.000,1.410,-0.04534,-0.00467,0.019,-0.251,0.713829767,0.224240467,0.192731137
258,12/1/2016,160.514,-0.02526,164.619,165.376,162.477,164.755,172330500,4.184,0.008,0.012,171.207,162.840,179.575,-0.394,168.409,170.903,-2.494,-1.403,-2.182,1.318,1.318,18.055,20.431,35.768,161.355,176.137,22.081,17.691,24.129,4.815,-6.438,0.000,0.759,-0.03899,-0.00083,0.018,-0.047,0.574913129,0.207317259,0.160990565
259,13/1/2016,163.149,0.01628,160.514,165.639,160.131,165.291,221168900,4.817,-0.025,0.013,170.660,161.026,180.294,-0.527,167.194,170.134,-2.939,-1.710,-2.458,-4.106,0.000,10.868,16.818,33.343,160.131,175.015,2.570,12.651,20.303,-2.654,-7.652,0.000,1.133,-0.05155,-0.02933,0.034,-0.867,0.816982428,0.361206182,0.243640059
260,14/1/2016,159.647,-0.02170,163.149,164.279,159.519,161.126,240795600,5.055,0.016,0.013,170.155,160.046,180.265,-0.347,166.572,169.616,-3.044,-1.977,-2.134,2.635,2.635,29.209,26.302,38.322,159.519,171.624,29.986,18.429,19.678,15.931,-1.249,0.000,0.203,-0.01099,0.01248,0.029,0.425,0.574717217,0.357356251,0.207528759
261,15/1/2016,159.859,0.00133,159.647,160.454,157.700,158.763,324846400,5.386,-0.022,0.013,169.348,158.576,180.120,-0.450,165.506,168.878,-3.371,-2.256,-2.231,-3.502,0.000,30.402,17.295,34.911,157.700,171.624,13.980,16.946,18.767,13.303,-1.821,0.000,0.335,-0.02165,0.00555,0.017,0.321,0.607876576,0.371977271,0.238423994
262,19/1/2016,157.810,-0.01290,159.859,161.602,158.278,161.474,195244400,5.704,0.001,0.013,168.685,157.277,180.094,-0.387,164.638,168.210,-3.572,-2.519,-2.106,0.213,0.213,36.253,18.900,37.882,157.700,170.060,17.469,17.120,18.218,14.924,-1.098,0.000,0.254,-0.02131,-0.01005,0.021,-0.486,0.544084777,0.305102845,0.233182642
263,20/1/2016,158.694,0.00559,157.810,159.383,153.875,157.283,286547800,6.187,-0.013,0.013,168.075,155.701,180.448,-0.415,163.587,167.439,-3.852,-2.786,-2.133,-2.049,0.000,30.135,18.672,34.997,153.875,167.832,28.197,20.813,19.083,24.272,1.729,0.000,0.000,-0.04224,0.00335,0.035,0.096,0.606802548,0.400903554,0.252420848
264,21/1/2016,161.950,0.02031,158.694,160.548,156.952,158.286,195772900,6.472,0.006,0.012,167.438,154.494,180.382,-0.338,162.834,166.792,-3.957,-3.020,-1.874,0.884,0.884,27.873,23.725,33.661,153.875,166.481,38.233,26.619,21.595,36.668,5.024,0.000,0.000,-0.01140,0.00257,0.023,0.113,0.497340506,0.429155403,0.222032399
265,22/1/2016,159.502,-0.01523,161.950,162.154,160.556,161.321,168319600,6.445,0.020,0.013,166.886,153.997,179.776,-0.191,162.698,166.433,-3.734,-3.163,-1.143,3.256,3.256,55.729,32.380,34.717,153.875,165.639,68.642,40.627,27.939,66.002,12.688,0.000,0.000,-0.00737,0.00389,0.010,0.394,0.150533469,0.382906074,0.178511477
266,25/1/2016,161.678,0.01355,159.502,161.636,159.307,161.440,130371700,6.339,-0.015,0.013,166.105,153.426,178.784,-0.260,162.207,165.920,-3.713,-3.273,-0.880,-2.448,0.000,35.238,32.026,34.895,153.875,165.639,47.832,43.029,32.969,63.148,10.060,0.000,0.000,-0.00091,-0.01208,0.015,-0.832,0.176860495,0.419340733,0.196142281
267,26/1/2016,159.919,-0.01094,161.678,161.959,159.825,160.165,141036800,6.062,0.014,0.014,165.447,153.323,177.572,-0.155,162.125,165.605,-3.480,-3.314,-0.331,2.176,2.176,59.214,43.337,40.543,153.875,165.639,66.330,50.796,38.911,74.565,11.884,0.000,0.000,0.01132,0.00940,0.013,0.709,0.071884456,0.332740683,0.140039403
268,27/1/2016,160.752,0.00520,159.919,162.834,159.009,161.151,185681700,5.792,-0.011,0.014,164.721,153.136,176.306,-0.207,161.786,165.184,-3.398,-3.331,-0.134,-1.760,0.000,50.237,43.427,37.065,153.875,164.279,58.088,53.227,43.683,72.314,9.544,0.000,0.000,0.01327,-0.00768,0.024,-0.322,0.204134264,0.428317557,0.138094788
269,28/1/2016,164.670,0.02408,160.752,161.678,159.094,161.474,143798800,5.166,0.005,0.013,163.944,153.611,174.277,-0.154,161.627,164.856,-3.229,-3.311,0.163,0.833,0.833,62.949,44.936,36.027,153.875,162.834,76.756,61.070,49.479,84.252,11.591,0.213,0.000,0.01288,-0.00448,0.016,-0.280,0.012048602,0.377975507,0.163409125
270,29/1/2016,164.611,-0.00036,164.670,164.806,161.406,161.525,210529300,4.466,0.024,0.015,163.425,154.493,172.357,0.070,162.095,164.842,-2.747,-3.198,0.902,3.919,3.919,70.762,50.092,38.522,153.875,164.806,98.756,73.632,57.530,105.836,16.102,1.292,0.000,0.01666,0.01928,0.021,0.925,0.072324747,0.215727374,0.107437862
271,1/2/2016,161.644,-0.01819,164.611,165.401,163.072,163.659,136061600,3.833,0.000,0.015,162.991,155.325,170.656,0.106,162.482,164.825,-2.343,-3.027,1.368,-0.060,0.000,61.883,58.632,38.717,153.875,165.401,93.142,80.135,65.065,110.275,15.070,1.514,0.000,0.03153,0.00580,0.014,0.409,0.282120744,0.166478727,0.145921465
272,2/2/2016,162.613,0.00598,161.644,163.183,161.117,163.174,182564900,3.360,-0.018,0.015,162.529,155.810,169.249,-0.066,162.353,164.589,-2.236,-2.869,1.265,-2.967,0.000,59.144,46.874,36.641,156.952,165.401,55.534,71.935,67.355,81.094,4.580,0.055,0.000,-0.00021,-0.00942,0.013,-0.741,0.087719403,0.236186725,0.174721608
273,3/2/2016,162.868,0.00157,162.613,163.021,159.043,162.707,205054900,2.678,0.006,0.015,162.101,156.746,167.457,0.048,162.393,164.443,-2.050,-2.705,1.310,0.969,0.969,54.449,56.889,35.438,159.009,165.401,56.383,66.751,67.153,65.945,-0.403,0.000,0.000,0.01671,-0.00057,0.025,-0.024,0.24922501,0.163407901,0.170141011
274,4/2/2016,159.766,-0.01923,162.868,163.846,161.474,162.112,139531800,2.143,0.002,0.015,161.795,157.508,166.081,0.125,162.466,164.326,-1.860,-2.536,1.352,0.255,0.255,66.384,56.974,36.759,159.009,165.401,60.373,64.625,66.310,61.253,-1.686,0.000,0.000,0.01308,0.00466,0.015,0.319,0.223895208,0.058963861,0.164573428
275,5/2/2016,157.615,-0.01355,159.766,162.928,159.128,162.350,180788300,2.053,-0.019,0.015,161.535,157.429,165.642,-0.215,162.051,163.988,-1.938,-2.416,0.957,-3.103,0.000,45.626,54.320,35.709,159.009,165.401,11.835,47.028,59.883,21.319,-12.855,0.000,0.000,-0.03024,-0.01605,0.024,-0.680,0.118161223,0.092175863,0.197644309
276,8/2/2016,157.623,0.00005,157.615,158.210,155.388,157.912,191526700,2.193,-0.014,0.015,161.259,156.873,165.645,-0.415,161.368,163.516,-2.148,-2.363,0.429,-2.151,0.000,12.880,47.741,35.915,155.388,165.401,22.241,38.766,52.844,10.609,-14.078,0.000,0.470,-0.04343,-0.00189,0.018,-0.105,0.103738039,0.1473255,0.216839009
277,9/2/2016,157.487,-0.00086,157.623,158.907,155.728,155.864,184513100,2.280,0.000,0.015,160.975,156.414,165.536,-0.367,160.792,163.080,-2.288,-2.348,0.120,0.008,0.008,13.040,39.522,35.531,155.388,165.401,22.326,33.286,46.325,7.208,-13.039,0.000,0.640,-0.02519,0.01123,0.020,0.553,0.25305443,0.187599839,0.219506745
278,10/2/2016,155.439,-0.01309,157.487,160.097,157.360,158.456,148214100,2.238,-0.001,0.014,160.619,156.143,165.094,-0.350,160.284,162.666,-2.382,-2.354,-0.055,-0.136,0.000,18.613,44.506,37.137,155.388,165.401,20.968,29.180,40.610,6.320,-11.430,0.000,0.684,-0.03203,-0.00613,0.017,-0.354,0.168830481,0.09081734,0.214194677
279,11/2/2016,158.643,0.02041,155.439,156.493,153.934,154.997,219058900,2.520,-0.013,0.014,160.365,155.324,165.405,-0.489,159.538,162.130,-2.592,-2.402,-0.380,-2.049,0.000,3.422,32.866,38.879,153.934,165.401,13.121,23.827,35.015,1.450,-11.189,0.000,0.928,-0.04669,0.00285,0.016,0.173,0.340230867,0.23552049,0.255496998
280,12/2/2016,161.321,0.01674,158.643,158.660,156.374,157.224,127632400,2.459,0.020,0.014,160.140,155.222,165.057,-0.152,159.401,161.872,-2.471,-2.416,-0.111,3.205,3.205,30.167,46.756,44.909,153.934,163.846,47.513,31.722,33.918,27.331,-2.196,0.000,0.000,-0.00705,0.00899,0.015,0.621,0.404450488,0.030922278,0.195629179
281,16/2/2016,163.956,0.01620,161.321,161.347,159.494,160.463,120250700,2.470,0.017,0.014,160.223,155.284,165.163,0.111,159.696,161.831,-2.135,-2.360,0.449,2.678,2.678,57.606,51.325,47.878,153.934,163.846,74.528,45.991,37.942,62.088,8.049,0.000,0.000,0.02324,0.00534,0.012,0.463,0.187770925,0.041890319,0.138010156
282,17/2/2016,163.285,-0.00410,163.956,164.330,162.367,162.494,136009500,2.604,0.016,0.014,160.428,155.220,165.636,0.339,160.352,161.989,-1.637,-2.215,1.156,2.635,2.635,79.604,48.234,49.309,153.934,164.330,96.402,62.795,46.226,95.931,16.568,0.797,0.000,0.03939,0.00896,0.012,0.745,0.134518738,0.173172852,0.1476157
283,18/2/2016,163.208,-0.00047,163.285,164.288,162.970,164.228,102343000,2.602,-0.004,0.014,160.702,155.497,165.906,0.248,160.803,162.085,-1.282,-2.028,1.493,-0.672,0.000,74.888,46.816,53.109,153.934,164.330,89.943,71.844,54.765,106.001,17.079,1.300,0.000,0.03615,-0.00576,0.008,-0.716,0.03976049,0.13012087,0.143763432
284,19/2/2016,165.571,0.01438,163.208,163.361,161.891,162.503,114793000,2.615,0.000,0.014,160.928,155.698,166.157,0.218,161.173,162.168,-0.995,-1.822,1.654,-0.077,0.000,75.282,54.360,50.071,153.934,164.330,89.207,77.632,62.388,108.120,15.244,1.406,0.000,0.04877,0.00433,0.009,0.480,0.020341902,0.03919352,0.132966148
285,22/2/2016,163.480,-0.01271,165.571,165.716,164.730,164.798,103640300,2.807,0.014,0.013,161.109,155.494,166.724,0.397,161.850,162.420,-0.570,-1.571,2.002,2.363,2.363,93.567,57.652,57.250,153.934,165.716,98.773,84.679,69.818,114.401,14.861,1.720,0.000,0.04274,0.00468,0.006,0.784,0.363494367,0.189590242,0.089507265
286,23/2/2016,164.228,0.00457,163.480,165.180,163.361,164.908,111455300,2.828,-0.013,0.013,161.308,155.651,166.964,0.192,162.100,162.498,-0.398,-1.337,1.878,-2.091,0.000,72.999,51.446,54.236,153.934,165.716,81.025,83.461,74.366,101.651,9.095,1.083,0.000,0.01330,-0.00870,0.011,-0.785,0.368593453,0.056441426,0.115968453
287,24/2/2016,166.217,0.01204,164.228,164.509,160.930,162.044,150812200,2.903,0.005,0.013,161.435,155.630,167.240,0.241,162.428,162.627,-0.199,-1.109,1.821,0.748,0.748,66.931,61.862,57.744,153.934,165.716,87.374,84.765,77.832,98.631,6.933,0.932,0.000,0.00166,0.01339,0.022,0.610,0.396635472,0.13940198,0.072497828
288,25/2/2016,165.835,-0.00230,166.217,166.226,163.914,164.679,110728300,3.066,0.012,0.013,161.750,155.617,167.883,0.364,163.011,162.893,0.118,-0.864,1.964,1.989,1.989,64.240,73.063,58.841,156.374,166.226,99.914,89.815,81.826,105.791,7.988,1.290,0.000,0.01780,0.00930,0.014,0.665,0.471751881,0.170420534,0.058898347
289,26/2/2016,164.534,-0.00787,165.835,167.186,165.673,167.093,129833700,3.188,-0.002,0.013,162.004,155.629,168.379,0.300,163.445,163.111,0.335,-0.624,1.918,-0.383,0.000,66.667,71.582,54.896,159.494,167.186,82.431,87.353,83.669,94.723,3.685,0.736,0.000,0.01597,-0.00756,0.009,-0.831,0.617363411,0.040809954,0.084801024
290,29/2/2016,168.402,0.02323,164.534,166.804,164.339,165.852,125918100,3.182,-0.008,0.012,161.997,155.634,168.361,0.199,163.613,163.216,0.397,-0.420,1.633,-1.301,0.000,57.472,67.453,56.531,160.930,167.186,57.609,77.439,81.592,69.132,-4.153,0.000,0.000,-0.00628,-0.00798,0.015,-0.534,0.394425396,0.002567306,0.130487768
291,1/3/2016,169.158,0.00448,168.402,168.487,165.291,165.767,141799700,3.448,0.023,0.013,162.187,155.292,169.082,0.451,164.350,163.600,0.749,-0.186,1.871,3.868,3.868,63.636,79.452,58.360,160.930,168.487,98.875,84.584,82.589,88.574,1.995,0.429,0.000,0.02966,0.01577,0.019,0.824,0.439115278,0.220282585,0.053841156
292,2/3/2016,169.822,0.00391,169.158,169.209,167.671,168.087,102415000,3.779,0.004,0.012,162.563,155.005,170.120,0.436,165.089,164.012,1.078,0.067,2.022,0.756,0.756,81.391,76.880,61.782,160.930,169.209,99.384,89.517,84.899,98.755,4.619,0.938,0.000,0.02958,0.00635,0.009,0.696,0.365154814,0.214843738,0.010188211
293,3/3/2016,170.374,0.00325,169.822,169.839,168.402,168.980,95172200,4.113,0.004,0.012,162.923,154.697,171.149,0.419,165.817,164.442,1.375,0.328,2.094,0.663,0.663,81.215,74.225,61.615,160.930,169.839,99.809,92.948,87.582,103.680,5.366,1.184,0.000,0.02145,0.00497,0.008,0.586,0.459103428,0.225218342,0.019043757
294,4/3/2016,170.510,0.00080,170.374,171.156,169.184,170.017,129293600,4.437,0.003,0.012,163.298,154.424,172.173,0.399,166.518,164.882,1.637,0.590,2.093,0.553,0.553,77.627,70.753,57.994,160.930,171.156,92.352,92.749,89.304,99.640,3.445,0.982,0.000,0.02700,0.00210,0.012,0.181,0.487005694,0.374552444,0.03130363
295,7/3/2016,168.648,-0.01098,170.510,170.918,169.371,169.448,100219000,4.633,0.001,0.011,163.836,154.569,173.102,0.360,167.133,165.299,1.834,0.839,1.990,0.136,0.136,82.127,74.203,58.250,160.930,171.156,93.682,93.060,90.556,98.069,2.504,0.903,0.000,0.03568,0.00625,0.009,0.687,0.39550974,0.49014886,0.056733935
296,8/3/2016,169.482,0.00493,168.648,169.941,168.487,169.431,123974900,4.509,-0.011,0.011,164.387,155.370,173.405,0.236,167.366,165.547,1.819,1.035,1.568,-1.862,0.000,76.247,66.277,60.108,163.914,171.156,65.375,83.832,88.315,74.866,-4.483,0.000,0.000,0.00146,-0.00463,0.009,-0.538,0.421637253,0.391490736,0.074620698
297,9/3/2016,169.618,0.00080,169.482,169.830,168.674,169.465,94801200,4.349,0.005,0.011,164.980,156.282,173.679,0.259,167.691,165.838,1.853,1.199,1.309,0.833,0.833,61.239,62.878,59.951,164.339,171.156,75.436,81.034,85.888,71.325,-4.854,0.000,0.000,0.00191,0.00010,0.007,0.015,0.425621321,0.415613421,0.05944711
298,10/3/2016,172.355,0.01601,169.618,170.918,167.781,169.975,156838700,4.087,0.001,0.011,165.587,157.412,173.761,0.247,167.988,166.118,1.870,1.333,1.074,0.136,0.136,55.488,73.201,59.812,164.339,171.156,77.431,79.833,83.869,71.760,-4.037,0.000,0.000,-0.00120,-0.00210,0.019,-0.114,0.324151414,0.526183581,0.081840845
299,11/3/2016,172.134,-0.00128,172.355,172.397,169.601,171.080,137964500,3.598,0.016,0.010,166.432,159.237,173.628,0.412,168.659,166.580,2.079,1.482,1.195,2.737,2.737,70.245,76.704,68.499,165.291,172.397,99.402,86.356,84.698,89.671,1.658,0.484,0.000,0.01156,0.00743,0.016,0.456,0.5076139,0.517817803,0.032416272
300,14/3/2016,171.853,-0.00163,172.134,172.593,171.513,171.845,73612000,3.314,-0.001,0.010,167.107,160.479,173.735,0.379,169.194,166.991,2.203,1.626,1.153,-0.221,0.000,64.849,71.997,72.617,167.671,172.593,90.674,87.795,85.731,91.924,2.065,0.596,0.000,0.00948,0.00168,0.006,0.268,0.645947821,0.450104744,0.014272587
301,15/3/2016,172.848,0.00577,171.853,172.159,170.901,171.165,93169100,3.180,-0.002,0.009,167.634,161.273,173.994,0.332,169.603,167.352,2.251,1.751,1.001,-0.281,0.000,61.064,72.548,71.980,167.781,172.593,84.629,86.740,86.067,88.086,0.673,0.404,0.000,0.01882,0.00401,0.007,0.547,0.422033636,0.364456654,0.012303083
302,16/3/2016,173.944,0.00632,172.848,173.256,171.326,171.369,129303200,3.260,0.006,0.009,168.078,161.559,174.598,0.366,170.102,167.759,2.344,1.870,0.948,0.995,0.995,90.359,81.877,73.113,167.781,173.256,92.546,88.675,86.936,92.153,1.739,0.608,0.000,0.01967,0.00859,0.011,0.767,0.438381772,0.434865301,0.020996116
303,17/3/2016,174.628,0.00392,173.944,174.454,172.363,172.763,134278500,3.306,0.006,0.009,168.611,161.999,175.223,0.403,170.693,168.217,2.476,1.991,0.971,1.097,1.097,90.824,76.987,78.667,167.781,174.454,92.357,89.902,87.925,93.857,1.977,0.693,0.000,0.02519,0.00682,0.012,0.565,0.46589945,0.466570205,0.062439727
304,18/3/2016,174.876,0.00142,174.628,174.970,174.132,174.448,138372400,3.310,0.004,0.009,169.182,162.563,175.802,0.411,171.299,168.692,2.607,2.114,0.985,0.684,0.684,91.659,76.822,76.860,167.781,174.970,95.245,91.683,89.178,96.695,2.506,0.835,0.000,0.01310,0.00103,0.005,0.214,0.473687072,0.424566579,0.127790396
305,21/3/2016,174.782,-0.00054,174.876,175.106,174.132,174.363,72926700,3.427,0.001,0.008,169.647,162.793,176.502,0.381,171.849,169.150,2.699,2.231,0.936,0.248,0.248,85.768,75.838,74.802,167.781,175.106,96.850,93.406,90.587,99.043,2.819,0.952,0.000,0.01580,0.00294,0.006,0.526,0.480156486,0.584743772,0.158238098
306,22/3/2016,173.628,-0.00662,174.782,175.354,173.936,174.098,97471900,3.286,-0.001,0.008,170.212,163.641,176.784,0.348,172.300,169.567,2.733,2.332,0.803,-0.094,0.000,88.977,73.641,71.839,167.781,175.354,92.440,93.084,91.419,96.413,1.665,0.821,0.000,0.01690,0.00392,0.008,0.482,0.837388956,0.560345044,0.15493427
307,23/3/2016,173.551,-0.00044,173.628,174.585,173.457,174.397,81052500,3.048,-0.007,0.008,170.682,164.585,176.779,0.242,172.504,169.868,2.637,2.393,0.488,-1.153,0.000,70.785,65.079,70.469,169.601,175.354,70.002,85.390,89.410,77.351,-4.020,0.000,0.000,0.00451,-0.00442,0.006,-0.682,0.542429075,0.411756028,0.121855272
308,24/3/2016,173.654,0.00059,173.551,173.585,172.372,172.594,84360900,2.922,0.000,0.008,171.049,165.206,176.892,0.214,172.665,170.141,2.525,2.419,0.212,-0.077,0.000,60.494,78.656,70.468,170.901,175.354,59.514,76.765,85.195,59.905,-8.430,0.000,0.000,-0.00226,0.00553,0.007,0.789,0.518587211,0.43614277,0.186512683
309,28/3/2016,175.260,0.00921,173.654,174.184,173.201,173.970,62408200,2.702,0.001,0.008,171.440,166.036,176.844,0.205,172.818,170.401,2.417,2.419,-0.004,0.103,0.103,43.840,76.663,67.566,170.901,175.354,61.816,71.782,80.724,53.898,-8.942,0.000,0.000,-0.00559,-0.00182,0.006,-0.322,0.262397751,0.552882449,0.15593218
310,29/3/2016,176.029,0.00438,175.260,175.371,172.936,173.244,92922900,2.293,0.009,0.007,171.976,167.391,176.561,0.358,173.193,170.761,2.432,2.421,0.022,1.606,1.606,59.636,80.355,76.153,171.326,175.371,97.254,80.273,80.573,79.671,-0.301,0.000,0.000,0.00220,0.01157,0.014,0.828,0.493433902,0.481843921,0.238470097
311,30/3/2016,175.602,-0.00243,176.029,176.755,175.662,176.268,86365300,2.301,0.004,0.006,172.358,167.755,176.960,0.399,173.630,171.151,2.478,2.433,0.091,0.769,0.769,65.169,75.077,76.175,172.363,176.755,83.465,81.337,80.828,82.354,0.509,0.118,0.000,0.00711,-0.00136,0.006,-0.219,0.611897517,0.482299032,0.244888103
312,31/3/2016,176.798,0.00679,175.602,176.362,175.439,175.935,94584100,2.281,-0.002,0.006,172.680,168.119,177.241,0.320,173.933,171.481,2.452,2.437,0.031,-0.427,0.000,59.917,73.022,72.365,172.372,176.755,73.683,78.785,80.147,76.062,-1.362,0.000,0.000,0.01130,-0.00190,0.005,-0.361,0.440149045,0.412591952,0.276225457
313,1/4/2016,176.226,-0.00324,176.798,176.986,174.286,174.602,114423500,2.353,0.007,0.006,173.029,168.323,177.734,0.401,174.374,171.875,2.499,2.449,0.100,1.196,1.196,87.934,79.267,75.152,172.372,176.986,95.926,84.499,81.598,90.301,2.901,0.515,0.000,0.01854,0.01250,0.015,0.813,0.448924286,0.438394878,0.279717066
314,4/4/2016,174.465,-0.01004,176.226,176.926,175.918,176.721,63497000,2.369,-0.003,0.006,173.321,168.583,178.059,0.306,174.659,172.197,2.462,2.452,0.020,-0.573,0.000,78.609,71.043,77.749,172.372,176.986,83.517,84.172,82.456,87.604,1.716,0.380,0.000,0.01470,-0.00281,0.006,-0.492,0.25580884,0.378760117,0.230107373
315,5/4/2016,176.371,0.01086,174.465,176.234,174.209,174.876,99662200,2.286,-0.010,0.006,173.519,168.948,178.090,0.104,174.629,172.365,2.264,2.414,-0.300,-1.760,0.000,56.409,52.999,65.992,172.372,176.986,45.369,71.237,78.716,56.280,-7.479,0.000,0.000,-0.00454,-0.00235,0.012,-0.203,0.052866763,0.388092841,0.243902008
316,6/4/2016,174.260,-0.01204,176.371,176.431,174.286,174.465,91839800,2.061,0.011,0.006,173.905,169.783,178.027,0.299,174.897,172.662,2.235,2.378,-0.286,1.905,1.905,58.376,58.793,67.935,172.372,176.986,86.667,76.380,77.938,73.266,-1.557,0.000,0.000,0.00194,0.01086,0.012,0.888,0.166067676,0.428949554,0.240550563
317,7/4/2016,174.730,0.00269,174.260,175.636,173.526,175.277,113859000,1.779,-0.012,0.007,174.144,170.587,177.701,0.016,174.799,172.780,2.019,2.306,-0.575,-2.110,0.000,38.907,47.387,60.297,172.936,176.986,32.699,61.820,72.565,40.330,-10.745,0.000,0.000,-0.00767,-0.00582,0.012,-0.482,0.060056299,0.257427904,0.233466017
